,alpha,beta,gamma,delta,epsilon,theta,zeta,eta,mu,nu,tau,lambda,kappa,xi,rho,sigma,s,i,d,a,r,t,h,e,h_detected,r0
163,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943628079918807,2.6631873658776024e-05,0.0001722939707732389,1.728378208247414e-06,0.00023101815702768444,0.00027514032711658447,0.00456963822354739,0.00036074107778742037,0.0030407313148067164,0.8469123628743992
164,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943551053272885,2.626702593776506e-05,0.00016988471323184243,1.7047117458175633e-06,0.0002279009766070023,0.00027311338687109024,0.0045825414052711455,0.0003634824530468495,0.003051484094996778,0.8469123628743992
165,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943475082581174,2.5907114466416588e-05,0.0001675106072648423,1.68136495451765e-06,0.00022482368857956294,0.00027108039745075784,0.004595285040807862,0.00036620352835878294,0.0030621067910710036,0.8469123628743992
166,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943400153524219,2.5552075305329486e-05,0.0001651710651032495,1.658333714312894e-06,0.0002217858929620415,0.00026904207071769303,0.004607870963003413,0.00036890424677208094,0.003072600837159793,0.8469123628743992
167,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943326251969411,2.5201845224656827e-05,0.0001628655124092046,1.6356139504193351e-06,0.00021878718775935393,0.0002669990984482316,0.004620300986912573,0.0003715845583544908,0.00308296765477051,0.8469123628743992
168,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943253363968884,2.4856361699830654e-05,0.00016059338782322102,1.6132016329958537e-06,0.00021582716937475246,0.0002649521527042386,0.004632576909882946,0.0003742444199936277,0.00309320865281643,0.8469123628743992
169,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943181475757384,2.4515562907375824e-05,0.00015835414253052786,1.5910927768504255e-06,0.00021290543299481773,0.00026290188620295505,0.004644700511647448,0.0003768837952016616,0.0031033252276484904,0.8469123628743992
170,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943110573750208,2.4179387720780073e-05,0.00015614723984568697,1.5692834411574168e-06,0.00021002157295066834,0.0002608489326850619,0.004656673554412016,0.0003795026539236953,0.003113318763089706,0.8469123628743992
171,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943040644541101,2.3847775706392305e-05,0.00015397215481468572,1.5477697291831105e-06,0.00020717518305665402,0.00025879390728064666,0.004668497782952419,0.00038210097234981234,0.003123190630472114,0.8469123628743992
172,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942971674900225,2.3520667119325973e-05,0.00015182837383374321,1.526547788017097e-06,0.00020436585692772623,0.00025673740687279586,0.004680174924705072,0.0003846787327307722,0.003132942188676138,0.8469123628743992
173,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942903651772064,2.3198002899347694e-05,0.000149715394284089,1.505613808307446e-06,0.00020159318827662445,0.00025468001045854513,0.0046917066898694015,0.00038723592319732977,0.003142574784172254,0.8469123628743992
174,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942836562273407,2.2879724666735076e-05,0.00014763272418201028,1.4849640239979687e-06,0.00019885677119195746,0.0002526222795069538,0.004703094771504546,0.00038977253758314926,0.0031520897510648586,0.8469123628743992
175,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942770393691311,2.2565774718090415e-05,0.00014557988184348664,1.4645947120660582e-06,0.00019615620039820244,0.00025056475831407917,0.004714340845631604,0.00039228857525128543,0.003161488411138226,0.8469123628743992
176,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99427051334811,2.2256096022099812e-05,0.00014355639556276094,1.4445021922599116e-06,0.00019349107149859766,0.0002485079743546572,0.0047254465713354454,0.00039478404092419624,0.0031707720739044634,0.8469123628743992
177,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942640769264348,2.195063221522943e-05,0.00014156180330422108,1.4246828268341143e-06,0.00019086098120184693,0.000246452438630299,0.004736413590869515,0.0003972589445172564,0.003179942036653359,0.8469123628743992
178,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942577288826908,2.1649327597352497e-05,0.0001395956524069947,1.4051330202827386e-06,0.0001882655275335167,0.0002443986460140459,0.0047472435297613025,0.00039971330097573414,0.0031889995845040503,0.8469123628743992
179,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942514680116937,2.1352127127302654e-05,0.00013765749930168286,1.385849219069318e-06,0.0001857043100329524,0.00024234707559113138,0.004757937996918926,0.00040214713011519715,0.0031979459904583974,0.8469123628743992
180,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942452931242923,2.105897641835053e-05,0.00013574690923868246,1.3668279113531498e-06,0.0001831769299365045,0.0002402981909958132,0.004768498584741709,0.0004045604564653036,0.003206782515456022,0.8469123628743992
181,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942392030471756,2.0769821733601852e-05,0.00013386345602757553,1.3480656267115442e-06,0.00018068299034781243,0.0002382524407441594,0.00477892686922754,0.0004069533091169437,0.0032155104084308794,0.8469123628743992
182,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942331966226797,2.0484609981316453e-05,0.00013200672178707818,1.329558935857726e-06,0.00017822209639585464,0.00023621025856267975,0.004789224410084891,0.00040932572157268733,0.0032241309063693463,0.8469123628743992
183,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942272727085972,2.020328871014853e-05,0.000130176296705073,1.311304450354173e-06,0.00017579385538143822,0.00023417206371270847,0.004799392750842624,0.0004116777316004992,0.0032326452343696814,0.8469123628743992
184,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942214301779859,1.992580610430932e-05,0.00012837177880826441,1.2932988223213035e-06,0.00017339787691276608,0.00023213826131045405,0.0048094334189652255,0.00041400938109067406,0.0032410546057028574,0.8469123628743992
185,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942156679189814,1.9652110978654083e-05,0.00012659277374101792,1.275538744141455e-06,0.0001710337730306865,0.0002301092426426468,0.004819347925965389,0.0004163207159159513,0.0032493602218746477,0.8469123628743992
186,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942099848346105,1.938215277369559e-05,0.00012483889455296415,1.2580209481581546e-06,0.00016870115832419915,0.00022808538547772027,0.0048291377675179215,0.00041861178579476486,0.003257563272688924,0.8469123628743992
187,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9942043798426071,1.9115881550547217e-05,0.00012310976149497026,1.240742206370767e-06,0.00016639965003676198,0.0002260670543724749,0.004838804423574095,0.00042088264415758147,0.0032656649363121014,0.8469123628743992
188,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941988518752275,1.885324798579892e-05,0.00012140500182309393,1.2236993301246076e-06,0.0001641288681639123,0.00022405460097417988,0.00484834935847922,0.00042313334801628464,0.0032736663793386574,0.8469123628743992
189,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941933998790685,1.859420336632934e-05,0.00011972424961015741,1.206889169796681e-06,0.00016188843554269488,0.00022204836431808094,0.004857774021087891,0.0004253639578365544,0.003281568756857681,0.8469123628743992
190,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941880228148878,1.8338699584058282e-05,0.00011806714556459477,1.1903086144772016e-06,0.00015967797793335595,0.0002200486711202811,0.004867079844882327,0.00042757453741320097,0.003289373212520388,0.8469123628743992
191,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941827196574271,1.8086689130643164e-05,0.00011643333685623898,1.173954591647096e-06,0.00015749712409374612,0.00021805583606598122,0.004876268248086291,0.00042976515374840575,0.003297080878608549,0.8469123628743992
192,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941774893952324,1.7838125092123798e-05,0.00011482247694873438,1.1578240668517003e-06,0.00015534550584684492,0.00021607016209306278,0.004885340633787205,0.0004319358769328175,0.0033046928761037773,0.8469123628743992
193,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941723310304812,1.759296114351962e-05,0.00011323422543827325,1.1419140433709e-06,0.00015322275814180395,0.00021409194067100538,0.004894298390051399,0.0004340867800294652,0.003312210314757622,0.8469123628743992
194,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941672435788079,1.735115154338349e-05,0.00011166824789836797,1.1262215618859216e-06,0.00015112851910888047,0.00021212145207514068,0.00490314289004401,0.00043621793896043455,0.0033196342931624376,0.8469123628743992
195,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941622260691327,1.7112651128316695e-05,0.00011012421573038644,1.110743700143052e-06,0.00014906243010861663,0.0002101589656562457,0.004911875492147222,0.0004383294323962657,0.0033269658988229487,0.8469123628743992
196,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941572775434921,1.6877415307448812e-05,0.00010860180601958972,1.0954775726145348e-06,0.0001470241357755986,0.0002082047401054838,0.004920497540079061,0.00044042134164802273,0.003334206208228491,0.8469123628743992
197,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941523970568691,1.6645400056887097e-05,0.00010710070139642164,1.0804203301568912e-06,0.00014501328405711275,0.00020625902371470867,0.004929010363013631,0.0004424937505619891,0.0033413562869258825,0.8469123628743992
198,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941475836770289,1.6416561914139507e-05,0.00010562058990281634,1.0655691596669385e-06,0.00014302952624700303,0.00020432205463214877,0.004937415275698354,0.0004445467454169457,0.003348417189592855,0.8469123628743992
199,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941428364843518,1.619085797251504e-05,0.00010416116486329619,1.0509212837357542e-06,0.00014107251701500872,0.00020239406111349523,0.004945713578576205,0.0004465804148239801,0.0033553899601120518,0.8469123628743992
200,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9941381545716709,1.59682458755059e-05,0.00010272212476064539,1.0364739603008501e-06,0.00013914191443185745,0.00020047526176841858,0.00495390655790362,0.0004485948496287847,0.003362275631645508,0.8469123628743992
