,alpha,beta,gamma,delta,epsilon,theta,zeta,eta,mu,nu,tau,lambda,kappa,xi,rho,sigma,s,i,d,a,r,t,h,e,h_detected,r0
246,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950150940425074,7.015833133103928e-06,4.498853471492726e-05,4.553384881536838e-07,6.097592248145928e-05,0.00010260421681324249,0.004336296666274331,0.00043256944558728625,0.0029816256901812905,0.8469123628743992
247,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950130651419956,6.9196710851908205e-06,4.4371513940801645e-05,4.490975906735623e-07,6.014118593271311e-05,0.0001014754230630533,0.004339988147650575,0.000433589818741463,0.0029847507341716406,0.8469123628743992
248,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950110640515052,6.824826183913786e-06,4.376296731484476e-05,4.429421681485185e-07,5.931784609480927e-05,0.00010035662056938018,0.004343631792181002,0.0004345989539826358,0.0029878357051866507,0.8469123628743992
249,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995009090390072,6.731280427807887e-06,4.3162777770111964e-05,4.368710527527644e-07,5.850574867391994e-05,9.924778025385865e-05,0.004347228200667019,0.0004355969510824165,0.00299088109768284,0.8469123628743992
250,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950071437819408,6.63901605955432e-06,4.257082989443195e-05,4.3088309248135606e-07,5.7704741404658995e-05,9.814887132872964e-05,0.004350777966766417,0.0004365839095129224,0.002993887400427098,0.8469123628743992
251,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950052238564943,6.548015562761796e-06,4.198700990502422e-05,4.249771509425282e-07,5.6914674026381906e-05,9.705986136075409e-05,0.004354281677069971,0.00043755992843000585,0.002996855096553085,0.8469123628743992
252,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950033302481833,6.458261658785674e-06,4.141120562360759e-05,4.191521071524178e-07,5.613539825960824e-05,9.598071633350953e-05,0.004357739911176828,0.0004385251066571153,0.002999784663617288,0.8469123628743992
253,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950014625964584,6.369737303584638e-06,4.084330645198558e-05,4.134068553321662e-07,5.536676778257515e-05,9.491140070810217e-05,0.0043611532417703325,0.0004394795426697708,0.003002676573654727,0.8469123628743992
254,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949996205457011,6.282425684614721e-06,4.0283203348094873e-05,4.077403047073891e-07,5.4608638207929846e-05,9.385187748232825e-05,0.004364522234690527,0.0004404233345806389,0.003005531293234313,0.8469123628743992
255,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949978037451577,6.196310217760443e-06,3.973078880250392e-05,4.021513793100026e-07,5.386086705956824e-05,9.280210824831737e-05,0.004367847449009532,0.00044135658012519176,0.0030083492835138435,0.8469123628743992
256,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949960118488722,6.111374544302819e-06,3.918595681534902e-05,3.966390177823929e-07,5.312331374962659e-05,9.176205324869006e-05,0.004371129437104049,0.00044227937664793475,0.0030111310002946495,0.8469123628743992
257,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949942445156218,6.027602527924015e-06,3.8648602873695864e-05,3.9120217318391616e-07,5.2395839555632306e-05,9.073167143126143e-05,0.004374368744727297,0.0004431918210891887,0.0030138768940758723,0.8469123628743992
258,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994992501408852,5.944978251748376e-06,3.81186239293149e-05,3.858398127997132e-07,5.167830759781947e-05,8.971092050232194e-05,0.004377565911081627,0.0004440940099724118,0.003016587410108381,0.8469123628743992
259,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949907821966132,5.863486015419573e-06,3.759591837685954e-05,3.805509179518267e-07,5.097058281661449e-05,8.869975697852634e-05,0.004380721468889348,0.00044498603939204716,0.003019262988448323,0.8469123628743992
260,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994989086551498,5.7831103322135865e-06,3.708038603243633e-05,3.753344838126025e-07,5.027253195029642e-05,8.769813623742042e-05,0.004383835944463899,0.0004458680050018825,0.0030219040640103033,0.8469123628743992
261,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949874141505792,5.70383592618726e-06,3.657192811255699e-05,3.70189519220361e-07,4.9584023512836424e-05,8.670601256663559e-05,0.004386909857779231,0.0004467400020039086,0.0030245110666201943,0.8469123628743992
262,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949857646753492,5.625647729362131e-06,3.607044721346239e-05,3.651150464973208e-07,4.8904927771920173e-05,8.572333921178021e-05,0.004389943722540313,0.0004476021251376625,0.003027084421067573,0.8469123628743992
263,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994984137811659,5.548530878943241e-06,3.5575847290808895e-05,3.6011010126975835e-07,4.823511672715683e-05,8.475006842305624e-05,0.004392938046249739,0.0004484544686700439,0.0030296245471577803,0.8469123628743992
264,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949825332496595,5.472470714572638e-06,3.5088033639708125e-05,3.551737322903851e-07,4.757446408847775e-05,8.378615150062926e-05,0.0043958933302792325,0.0004492971263855907,0.0030321318597636075,0.8469123628743992
265,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949809506837426,5.397452775617259e-06,3.4606912875111115e-05,3.5030500126292484e-07,4.692284525472771e-05,8.283153883877948e-05,0.004398810069934589,0.00045013019157720286,0.0030346067688766004,0.8469123628743992
266,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949793898124834,5.323462798490888e-06,3.413239291252862e-05,3.455029826688725e-07,4.628013729245127e-05,8.188617996886064e-05,0.004401688754524402,0.00045095375703730093,0.003037049679657987,0.8469123628743992
267,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994977850338583,5.250486714009879e-06,3.366438294907927e-05,3.40766763596416e-07,4.5646218914876444e-05,8.095002360109345e-05,0.004404529867425011,0.0004517679150494089,0.0030394609924892222,0.8469123628743992
268,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949763319688125,5.1785106447823295e-06,3.320279344485779e-05,3.3609544357150164e-07,4.502097046109769e-05,8.00230176652196e-05,0.0044073338861477795,0.0004525727573801489,0.0030418411030221524,0.8469123628743992
269,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949748344139574,5.10752090263038e-06,3.274753610461571e-05,3.31488134391024e-07,4.440427387545983e-05,7.91051093500418e-05,0.004410101282403822,0.0004533683752716369,0.0030441904022287945,0.8469123628743992
270,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949733573887625,5.0375039860453284e-06,3.229852385974722e-05,3.269439599581211e-07,4.379601268714441e-05,7.819624514187495e-05,0.004412832522168619,0.00045415485943426834,0.003046509276450734,0.8469123628743992
271,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949719006118783,4.968446577675222e-06,3.185567085057322e-05,3.224620561195546e-07,4.319607198995968e-05,7.72963708619332e-05,0.0044155280657453,0.0004549323000398828,0.0030487981074481373,0.8469123628743992
272,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949704638058077,4.900335541844622e-06,3.14188924089166e-05,3.1804157050515514e-07,4.260433842233519e-05,7.640543170267676e-05,0.004418188367830811,0.00045570078671529747,0.0030510572724483796,0.8469123628743992
273,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949690466968529,4.83315792210619e-06,3.098810504096243e-05,3.1368166236931307e-07,4.202070014752181e-05,7.552337226314224e-05,0.0044208138775747585,0.00045646040853619847,0.0030532871441942863,0.8469123628743992
274,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949676490150641,4.766900938823789e-06,3.056322641039652e-05,3.0938150243449395e-07,4.144504683399768e-05,7.465013658327976e-05,0.004423405038645578,0.00045721125402138114,0.0030554880909919903,0.8469123628743992
275,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949662704941878,4.701551986786754e-06,3.014417532181629e-05,3.051402727367587e-07,4.0877269636080657e-05,7.378566817731952e-05,0.004425962289290153,0.00045795341112732824,0.003057660476758403,0.8469123628743992
276,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949649108716171,4.637098632855013e-06,2.9730871704408094e-05,3.009571664732677e-07,4.0317261174747337e-05,7.292991006619011e-05,0.004428486062394987,0.00045868696724311734,0.0030598046610682984,0.8469123628743992
277,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949635698883408,4.573528613634727e-06,2.9323236595885187e-05,2.968313878517487e-07,3.976491551865883e-05,7.208280480901052e-05,0.0044309767855486015,0.0004594120091856474,0.003061920999201013,0.8469123628743992
278,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949622472888953,4.51082983318411e-06,2.8921192126680863e-05,2.9276215194190747e-07,3.922012816539323e-05,7.124429453367711e-05,0.004433434881098597,0.000460128623195176,0.0030640098421867577,0.8469123628743992
279,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949609428213155,4.4489903607491065e-06,2.852466150439139e-05,2.887486845287611e-07,3.8682796022884524e-05,7.04143209665667e-05,0.004435860766214161,0.0004608368949311579,0.003066071536852548,0.8469123628743992
280,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949596562370874,4.387998428528603e-06,2.813356899846354e-05,2.8479022196787274e-07,3.8152817391067636e-05,6.959282546137632e-05,0.004438254852942913,0.000461536909468376,0.003068106425867744,0.8469123628743992
281,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949583872911004,4.327842429468822e-06,2.7747839925121717e-05,2.808860110424676e-07,3.763009194372916e-05,6.877974902711968e-05,0.004440617548269965,0.00046222875129335687,0.0030701148477892096,0.8469123628743992
282,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949571357416016,4.268510915086595e-06,2.7367400632529824e-05,2.7703530882240935e-07,3.7114520710563186e-05,6.797503235530032e-05,0.004442949254174988,0.0004629125043010616,0.003072097137106086,0.8469123628743992
283,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994955901350149,4.209992593321175e-06,2.6992178486183127e-05,2.7323738252501655e-07,3.660600605943159e-05,6.717861584628061e-05,0.004445250367691389,0.0004635882517918447,0.0030740536242841814,0.8469123628743992
284,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949546838815669,4.15227632641425e-06,2.662210185452556e-05,2.69491509377698e-07,3.610445167882795e-05,6.639043963486567e-05,0.004447521280960376,0.00046425607646867267,0.0030759846358099792,0.8469123628743992
285,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949534831039012,4.095351128817864e-06,2.625710009478805e-05,2.65796976482387e-07,3.56097625605443e-05,6.561044361512074e-05,0.00444976238128858,0.00046491606043459413,0.003077890494234262,0.8469123628743992
286,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949522987883749,4.039206165129885e-06,2.5897103539043536e-05,2.62153080681754e-07,3.512184498253973e-05,6.483856746444028e-05,0.0044519740512027894,0.00046556828519045494,0.0030797715182153546,0.8469123628743992
287,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994951130709345,3.9838307480567224e-06,2.5542043480474535e-05,2.585591284271769e-07,3.464060649200979e-05,6.407475066688648e-05,0.004454156668506237,0.0004662128316328498,0.003081628022561989,0.8469123628743992
288,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949499786442598,3.92921433640296e-06,2.5191852159849155e-05,2.5501443564844893e-07,3.4165955888655646e-05,6.331893253581473e-05,0.004456310606331337,0.00046684978005230403,0.0030834603182757873,0.8469123628743992
289,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949488423736161,3.875346533087595e-06,2.484646275220167e-05,2.51518327625204e-07,3.369780320815178e-05,6.25710522358032e-05,0.0044584362331951954,0.00046747921013167766,0.003085268712593367,0.8469123628743992
290,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949477216809182,3.822217083186559e-06,2.450580935371379e-05,2.4807013886003903e-07,3.323605970581105e-05,6.183104880390308e-05,0.0044605339130515675,0.00046810120094478583,0.0030870535090280708,0.8469123628743992
291,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949466163526359,3.7698158720011984e-06,2.4169826968792922e-05,2.446692129533135e-07,3.278063784044571e-05,6.1098861170226e-05,0.004462604005344373,0.00046871583095522794,0.003088815007411317,0.8469123628743992
292,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994945526178165,3.7181329231524267e-06,2.3838451497343782e-05,2.4131490247960623e-07,3.233145125842327e-05,6.037442817788463e-05,0.004464646865060318,0.00046932317801541974,0.00309055350393358,0.8469123628743992
293,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949444509497863,3.667158396700204e-06,2.3511619722229875e-05,2.3800656886580957e-07,3.1888414777915495e-05,5.965768860230226e-05,0.004466662842779745,0.0004699233193658213,0.0030922692911849914,0.8469123628743992
294,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949433904626267,3.6168825872880616e-06,2.3189269296921372e-05,2.347435822708413e-07,3.145144437333942e-05,5.894858116990648e-05,0.004468652284729258,0.0004705163316343552,0.0030939626581955753,0.8469123628743992
295,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99494234451462,3.5672959223123497e-06,2.2871338733326075e-05,2.3152532146695484e-07,3.1020457159988696e-05,5.824704457622228e-05,0.0044706155328305686,0.0004711022908360086,0.0030956338904751086,0.8469123628743992
296,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949413129064687,3.5183889601159104e-06,2.2557767389800214e-05,2.2835117372262813e-07,3.059537137885381e-05,5.755301750337908e-05,0.004472552924752793,0.00047168127237261307,0.003097283270052614,0.8469123628743992
297,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949402954416059,3.470152388205873e-06,2.2248495459335917e-05,2.2522053468701194e-07,3.0176106381629716e-05,5.686643863704631e-05,0.004474464793960409,0.0004722533510327969,0.003098911075515485,0.8469123628743992
298,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949392919261582,3.4225770214952725e-06,2.1943463957922235e-05,2.2213280827591888e-07,2.9762582615909138e-05,5.618724668281139e-05,0.00447635146976344,0.0004728186009921037,0.0031005175820482457,0.8469123628743992
299,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949383021689083,3.3756538005681917e-06,2.1642614713076774e-05,2.1908740655933347e-07,2.9354721610560115e-05,5.551538038201412e-05,0.004478213277365528,0.00047337709581327206,0.0031021030614709452,0.8469123628743992
300,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949373259812596,3.3293737899681366e-06,2.134589035254494e-05,2.1608374965042512e-07,2.8952445961286017e-05,5.4850778527050876e-05,0.004480050537913227,0.00047392890844667106,0.00310366778227719,0.8469123628743992
